user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
UIDJS94fabfe9155,25-34,Tier 2,2024-05-23,Premium,Inactive,Inactive,None
UIDJS94faec02e04,35-44,Tier 1,2024-04-19,Free,Inactive,2024-09-19,VIP
UIDJS94fb2ddae7e,35-44,Tier 2,2024-05-07,Free,Inactive,Inactive,None
UIDJS94fb547ad8f,45+,Tier 1,2024-11-15,Premium,Inactive,Inactive,None
UIDJS94fb5ae2946,25-34,Tier 2,2024-05-22,Free,Inactive,Inactive,None
UIDJS94fdb4f62d4,25-34,Tier 1,2024-07-22,VIP,Inactive,2024-08-22,Free
UIDJS94ffc6887cf,35-44,Tier 1,2024-09-04,Free,Inactive,Inactive,None
UIDJS95027f89588,18-24,Tier 1,2024-02-02,Premium,Inactive,Inactive,None
UIDJS9502c934a5e,35-44,Tier 1,2024-11-08,VIP,Inactive,Inactive,None
UIDJS9504b6cbb95,35-44,Tier 1,2024-07-15,Premium,Inactive,Inactive,None
UIDJS9509bd127d3,35-44,Tier 1,2024-03-16,Free,Inactive,2024-05-16,Premium
UIDJS950c59475dc,45+,Tier 2,2024-01-15,Premium,Inactive,Inactive,None
UIDJS950e9c8cef9,45+,Tier 1,2024-10-14,VIP,Inactive,Inactive,None
UIDJS951080d53d4,25-34,Tier 1,2024-10-18,VIP,Inactive,Inactive,None
UIDJS951192ed45e,35-44,Tier 1,2024-08-07,VIP,Inactive,Inactive,None
UIDJS9511a3ce0c6,25-34,Tier 2,2024-10-23,VIP,Inactive,Inactive,None
UIDJS9513a8d0069,35-44,Tier 1,2024-09-21,VIP,Inactive,2024-12-21,Free
UIDJS95152742d7b,25-34,Tier 2,2024-08-03,Free,Inactive,Inactive,None
UIDJS95175ab88e3,45+,Tier 2,2024-09-27,VIP,Inactive,Inactive,None
UIDJS9518c0c72ff,45+,Tier 2,2024-03-06,VIP,2024-10-26,Inactive,None
UIDJS951d99b7bbc,25-34,Tier 2,2024-08-07,VIP,Inactive,2024-12-07,Free
UIDJS951e1296392,45+,Tier 1,2024-05-04,VIP,Inactive,2024-06-04,Free
UIDJS95209258ae5,25-34,Tier 2,2024-06-23,VIP,Inactive,Inactive,None
UIDJS95211b6fcd1,18-24,Tier 1,2024-09-05,Premium,Inactive,Inactive,None
UIDJS95218700393,45+,Tier 1,2024-10-09,Premium,Inactive,Inactive,None
UIDJS95259b6d83d,25-34,Tier 1,2024-07-10,Free,Inactive,2024-09-10,VIP
UIDJS9526a773243,35-44,Tier 1,2024-07-27,VIP,2024-11-07,Inactive,None
UIDJS9526ba41ad8,25-34,Tier 1,2024-11-09,VIP,Inactive,Inactive,None
UIDJS9529499200d,18-24,Tier 1,2024-05-09,Premium,Inactive,Inactive,None
UIDJS9529649ef04,25-34,Tier 1,2024-05-25,Premium,2024-07-23,Inactive,None
UIDJS952ac44bcc0,18-24,Tier 2,2024-04-17,Free,Inactive,Inactive,None
UIDJS952ba140193,35-44,Tier 1,2024-02-06,VIP,2024-03-08,Inactive,None
UIDJS952d54032e9,35-44,Tier 1,2024-07-23,VIP,Inactive,2024-12-23,Free
UIDJS952db44a9c8,45+,Tier 2,2024-02-03,Free,Inactive,Inactive,None
UIDJS952f0a206c0,45+,Tier 1,2024-01-25,Free,Inactive,Inactive,None
UIDJS95318d6dbad,35-44,Tier 1,2024-01-01,Premium,Inactive,Inactive,None
UIDJS9531fe15440,35-44,Tier 1,2024-04-04,Premium,Inactive,Inactive,None
UIDJS953521d3d27,18-24,Tier 2,2024-07-30,VIP,2024-11-07,Inactive,None
UIDJS9535c6a5a45,35-44,Tier 1,2024-01-15,Free,2024-09-17,Inactive,None
UIDJS9535f5dcdc5,35-44,Tier 1,2024-10-04,Free,2024-10-31,Inactive,None
UIDJS953633a0414,18-24,Tier 2,2024-03-08,Free,Inactive,Inactive,None
UIDJS95369d412da,25-34,Tier 1,2024-11-11,VIP,Inactive,Inactive,None
UIDJS9536a8fee2c,18-24,Tier 1,2024-04-11,Premium,Inactive,Inactive,None
UIDJS95383893e18,35-44,Tier 2,2024-10-09,Free,Inactive,Inactive,None
UIDJS9538e924249,45+,Tier 2,2024-11-29,Free,Inactive,Inactive,None
UIDJS953a7e1c293,45+,Tier 1,2024-05-10,VIP,Inactive,Inactive,None
UIDJS953c8a6f959,25-34,Tier 1,2024-06-08,Premium,Inactive,Inactive,None
UIDJS953d5a63d91,35-44,Tier 1,2024-09-27,VIP,Inactive,Inactive,None
UIDJS9541fe30f01,18-24,Tier 1,2024-05-17,Premium,Inactive,Inactive,None
UIDJS9542b5917b3,18-24,Tier 1,2024-11-25,Premium,Inactive,Inactive,None
UIDJS954544e4681,25-34,Tier 3,2024-01-13,Free,Inactive,Inactive,None
UIDJS9547e041910,25-34,Tier 3,2024-09-04,Free,Inactive,Inactive,None
UIDJS9548089797c,25-34,Tier 1,2024-04-04,VIP,2024-10-09,Inactive,None
UIDJS95482fa34a1,25-34,Tier 1,2024-03-20,VIP,Inactive,2024-06-20,Free
UIDJS9548693a319,45+,Tier 2,2024-01-23,VIP,Inactive,Inactive,None
UIDJS95497e7eac3,25-34,Tier 1,2024-10-15,Free,Inactive,Inactive,None
UIDJS9549edeb5e1,25-34,Tier 1,2024-06-04,VIP,Inactive,2024-08-04,Premium
UIDJS954a78f734c,18-24,Tier 2,2024-09-03,Premium,Inactive,Inactive,None
UIDJS954b522bf71,25-34,Tier 2,2024-08-04,Free,Inactive,Inactive,None
UIDJS954c877307e,45+,Tier 3,2024-08-15,Premium,Inactive,Inactive,None
UIDJS954ef802009,45+,Tier 1,2024-04-10,Premium,Inactive,2024-05-10,VIP
UIDJS954f65237af,45+,Tier 3,2024-06-21,VIP,Inactive,Inactive,None
UIDJS954f99ddfd7,18-24,Tier 3,2024-09-01,VIP,Inactive,Inactive,None
UIDJS955235a0a29,35-44,Tier 1,2024-05-06,VIP,Inactive,Inactive,None
UIDJS9552db118f8,18-24,Tier 1,2024-05-10,VIP,Inactive,Inactive,None
UIDJS95533867749,25-34,Tier 1,2024-08-20,Premium,Inactive,Inactive,None
UIDJS9553b8aab31,25-34,Tier 2,2024-09-01,VIP,Inactive,2024-11-01,Free
UIDJS9554fa8f429,35-44,Tier 1,2024-03-14,VIP,Inactive,2024-08-14,Premium
UIDJS955543e3a2f,18-24,Tier 2,2024-01-08,VIP,Inactive,Inactive,None
UIDJS955858104ef,18-24,Tier 2,2024-02-14,VIP,Inactive,Inactive,None
UIDJS955cb0ab2f3,35-44,Tier 2,2024-04-26,Free,2024-11-11,Inactive,None
UIDJS955e166a12d,35-44,Tier 1,2024-09-13,Premium,Inactive,Inactive,None
UIDJS955f4eb5eaf,25-34,Tier 1,2024-07-12,VIP,Inactive,Inactive,None
UIDJS956198e83c7,35-44,Tier 2,2024-04-19,Free,Inactive,Inactive,None
UIDJS9561c569bb4,35-44,Tier 3,2024-06-11,VIP,Inactive,Inactive,None
UIDJS9563892a527,35-44,Tier 2,2024-08-12,Premium,Inactive,Inactive,None
UIDJS956447e2c1b,45+,Tier 2,2024-07-10,Free,Inactive,Inactive,None
UIDJS9565094852f,18-24,Tier 1,2024-08-12,Premium,Inactive,Inactive,None
UIDJS9565c1a503a,25-34,Tier 1,2024-02-19,Free,Inactive,2024-04-19,VIP
UIDJS9567a670aa3,25-34,Tier 1,2024-03-06,Free,2024-08-31,Inactive,None
UIDJS956bd894ddf,35-44,Tier 2,2024-06-20,VIP,Inactive,Inactive,None
UIDJS956c25c9eee,25-34,Tier 3,2024-06-06,Free,2024-10-05,Inactive,None
UIDJS956e2064539,25-34,Tier 1,2024-01-26,VIP,Inactive,Inactive,None
UIDJS956fe4f04d4,18-24,Tier 1,2024-10-30,VIP,2024-11-27,Inactive,None
UIDJS95731ffc3bb,25-34,Tier 3,2024-08-10,VIP,Inactive,2024-12-10,Free
UIDJS957464ad9d8,25-34,Tier 1,2024-05-27,Premium,Inactive,2024-12-27,VIP
UIDJS95749ef1f89,35-44,Tier 1,2024-10-28,Free,Inactive,Inactive,None
UIDJS95770bfaef5,25-34,Tier 1,2024-08-06,Premium,Inactive,Inactive,None
UIDJS9578400db90,18-24,Tier 1,2024-07-02,VIP,2024-11-27,Inactive,None
UIDJS9578e987381,25-34,Tier 2,2024-06-19,VIP,Inactive,Inactive,None
UIDJS95790675030,25-34,Tier 1,2024-11-06,Premium,Inactive,Inactive,None
UIDJS957928ff19d,18-24,Tier 2,2024-01-25,Premium,Inactive,Inactive,None
UIDJS957a40735d2,18-24,Tier 2,2024-10-31,Premium,Inactive,Inactive,None
UIDJS957b054f9b5,45+,Tier 1,2024-07-31,VIP,2024-11-21,Inactive,None
UIDJS957c0c8e27b,25-34,Tier 1,2024-08-23,Premium,Inactive,Inactive,None
UIDJS957c84223db,25-34,Tier 1,2024-08-07,VIP,Inactive,Inactive,None
UIDJS957cbf89f94,35-44,Tier 3,2024-04-08,VIP,Inactive,2024-10-08,Free
UIDJS957d0ecc6c8,45+,Tier 1,2024-01-17,VIP,2024-05-30,Inactive,None
UIDJS957d5d05d2f,35-44,Tier 1,2024-10-11,VIP,Inactive,Inactive,None
UIDJS957d866cff7,25-34,Tier 2,2024-07-24,VIP,Inactive,Inactive,None
UIDJS957dc3a9021,35-44,Tier 1,2024-11-02,Premium,Inactive,Inactive,None
UIDJS957dd11fd9f,25-34,Tier 1,2024-05-24,Premium,Inactive,Inactive,None
UIDJS957e3d5511c,35-44,Tier 1,2024-02-18,Premium,Inactive,Inactive,None
UIDJS957ed5089a5,35-44,Tier 3,2024-06-22,Free,2024-11-15,Inactive,None
UIDJS957ef440210,35-44,Tier 1,2024-08-16,VIP,Inactive,Inactive,None
UIDJS957f29a2377,25-34,Tier 2,2024-02-05,VIP,2024-10-09,Inactive,None
UIDJS95800752900,45+,Tier 2,2024-01-26,Free,Inactive,Inactive,None
UIDJS9580bcf3256,18-24,Tier 3,2024-10-13,Free,Inactive,Inactive,None
UIDJS9583482ffc2,18-24,Tier 2,2024-03-16,Free,2024-09-04,Inactive,None
UIDJS9584053020b,25-34,Tier 2,2024-07-11,VIP,Inactive,2024-09-11,Free
UIDJS9584df3744a,35-44,Tier 2,2024-07-06,Free,Inactive,Inactive,None
UIDJS95881e620a8,35-44,Tier 1,2024-06-03,VIP,Inactive,2024-08-03,Premium
UIDJS95896643565,18-24,Tier 1,2024-01-15,Free,Inactive,2024-02-15,VIP
UIDJS9589943ef7c,35-44,Tier 1,2024-07-04,Free,2024-08-20,Inactive,None
UIDJS958a9039fc0,35-44,Tier 2,2024-09-17,Free,Inactive,Inactive,None
UIDJS958dd0976de,25-34,Tier 1,2024-09-10,Free,2024-10-25,Inactive,None
UIDJS958fe87b771,35-44,Tier 1,2024-09-18,VIP,Inactive,Inactive,None
UIDJS95936d86871,35-44,Tier 1,2024-02-04,VIP,Inactive,2024-03-04,Premium
UIDJS9594a3856dc,25-34,Tier 2,2024-09-30,VIP,Inactive,Inactive,None
UIDJS95954dd5004,35-44,Tier 1,2024-11-16,Free,Inactive,Inactive,None
UIDJS95987cf2478,25-34,Tier 1,2024-03-11,Premium,Inactive,Inactive,None
UIDJS959a053b9df,25-34,Tier 3,2024-08-12,VIP,Inactive,Inactive,None
UIDJS959b7dd38fb,25-34,Tier 2,2024-01-21,VIP,Inactive,Inactive,None
UIDJS959cb9b31d8,45+,Tier 1,2024-07-20,VIP,Inactive,Inactive,None
UIDJS959cf776eb3,25-34,Tier 1,2024-11-22,Premium,Inactive,Inactive,None
UIDJS95a4c154776,25-34,Tier 1,2024-02-12,VIP,Inactive,Inactive,None
UIDJS95a4efa8c48,45+,Tier 2,2024-02-16,Free,Inactive,Inactive,None
UIDJS95a979f5a37,25-34,Tier 3,2024-07-16,VIP,Inactive,Inactive,None
UIDJS95ac7511237,35-44,Tier 1,2024-04-27,Premium,Inactive,Inactive,None
UIDJS95ada572d02,35-44,Tier 3,2024-01-22,VIP,Inactive,Inactive,None
UIDJS95aebf57526,35-44,Tier 1,2024-06-16,Free,Inactive,Inactive,None
UIDJS95afcb5981f,25-34,Tier 2,2024-05-19,Free,Inactive,2024-07-19,Premium
UIDJS95b2764e558,18-24,Tier 1,2024-03-11,VIP,Inactive,Inactive,None
UIDJS95b3ca8ef6d,35-44,Tier 3,2024-05-24,Free,Inactive,Inactive,None
UIDJS95b42a9686c,35-44,Tier 1,2024-07-12,Premium,Inactive,Inactive,None
UIDJS95b46ba2ebb,18-24,Tier 1,2024-11-11,VIP,Inactive,Inactive,None
UIDJS95b7ac8e462,25-34,Tier 1,2024-10-22,VIP,Inactive,Inactive,None
UIDJS95b86e1f044,35-44,Tier 1,2024-04-08,VIP,Inactive,Inactive,None
UIDJS95bb29de2fd,25-34,Tier 1,2024-06-13,Premium,Inactive,Inactive,None
UIDJS95bb3bd34b3,18-24,Tier 2,2024-08-24,VIP,Inactive,Inactive,None
UIDJS95bcd91cfc8,35-44,Tier 1,2024-05-09,Premium,Inactive,Inactive,None
UIDJS95bf4939db1,35-44,Tier 2,2024-05-13,Free,Inactive,Inactive,None
UIDJS95bfa8e4775,25-34,Tier 2,2024-01-22,VIP,Inactive,2024-06-22,Free
UIDJS95c137dd8aa,18-24,Tier 1,2024-04-10,VIP,Inactive,Inactive,None
UIDJS95c138b67e2,25-34,Tier 1,2024-06-02,VIP,Inactive,Inactive,None
UIDJS95c22917ea3,25-34,Tier 2,2024-10-06,Premium,Inactive,Inactive,None
UIDJS95c5d554796,18-24,Tier 2,2024-04-24,VIP,Inactive,Inactive,None
UIDJS95c84a189f2,35-44,Tier 1,2024-10-10,Premium,Inactive,Inactive,None
UIDJS95c8ca4d101,18-24,Tier 1,2024-03-08,Premium,Inactive,Inactive,None
UIDJS95ca544be46,45+,Tier 2,2024-02-17,VIP,Inactive,2024-11-17,Free
UIDJS95cbad30427,25-34,Tier 1,2024-05-05,Free,Inactive,Inactive,None
UIDJS95cc0e68a3a,25-34,Tier 3,2024-10-26,VIP,Inactive,Inactive,None
UIDJS95cc669d66d,18-24,Tier 3,2024-08-05,VIP,Inactive,Inactive,None
UIDJS95cc88784a9,35-44,Tier 2,2024-10-09,VIP,Inactive,Inactive,None
UIDJS95cca435c26,45+,Tier 2,2024-10-05,Premium,Inactive,Inactive,None
UIDJS95cd3a5c097,18-24,Tier 1,2024-01-19,VIP,Inactive,2024-03-19,Premium
UIDJS95cd8a6bbeb,25-34,Tier 1,2024-07-09,Premium,Inactive,Inactive,None
UIDJS95cdb297b02,45+,Tier 1,2024-06-17,Premium,2024-11-03,Inactive,None
UIDJS95cdec81aad,25-34,Tier 1,2024-04-16,Premium,Inactive,2024-08-16,VIP
UIDJS95cdf6a15b2,35-44,Tier 1,2024-04-06,Premium,Inactive,Inactive,None
UIDJS95d3007af64,45+,Tier 2,2024-11-22,Free,2024-12-21,Inactive,None
UIDJS95d36530304,25-34,Tier 1,2024-04-09,Free,Inactive,Inactive,None
UIDJS95d366610c3,45+,Tier 2,2024-10-23,VIP,Inactive,Inactive,None
UIDJS95d3ab7a789,18-24,Tier 1,2024-03-05,VIP,Inactive,Inactive,None
UIDJS95d3d4eedd1,25-34,Tier 2,2024-05-12,VIP,2024-09-05,Inactive,None
UIDJS95d4c6b4782,25-34,Tier 3,2024-10-05,Free,Inactive,Inactive,None
UIDJS95d572ca985,25-34,Tier 1,2024-05-12,VIP,Inactive,Inactive,None
UIDJS95d58c37c81,18-24,Tier 1,2024-01-05,Premium,Inactive,Inactive,None
UIDJS95d702a54df,25-34,Tier 3,2024-06-08,Free,Inactive,Inactive,None
UIDJS95d86441176,35-44,Tier 2,2024-06-18,VIP,Inactive,Inactive,None
UIDJS95dac828954,25-34,Tier 3,2024-08-13,Free,Inactive,Inactive,None
UIDJS95db4658086,18-24,Tier 1,2024-03-28,Premium,Inactive,Inactive,None
UIDJS95e2b442380,25-34,Tier 1,2024-01-14,Premium,Inactive,Inactive,None
UIDJS95e2d36bed1,18-24,Tier 1,2024-11-17,VIP,Inactive,Inactive,None
UIDJS95e3007ac78,35-44,Tier 2,2024-04-27,Free,Inactive,Inactive,None
UIDJS95e4331d71f,25-34,Tier 1,2024-03-08,VIP,Inactive,2024-10-08,Premium
UIDJS95e68c18642,35-44,Tier 1,2024-03-13,VIP,Inactive,2024-05-13,Premium
UIDJS95e715ca4d9,35-44,Tier 2,2024-01-12,Premium,Inactive,Inactive,None
UIDJS95e802f129d,35-44,Tier 2,2024-06-13,Premium,Inactive,Inactive,None
UIDJS95e88cc9d85,18-24,Tier 1,2024-01-24,VIP,Inactive,Inactive,None
UIDJS95e957549e2,35-44,Tier 1,2024-11-20,Premium,Inactive,Inactive,None
UIDJS95ea0aef671,25-34,Tier 1,2024-01-17,Free,2024-02-26,Inactive,None
UIDJS95edc12004c,35-44,Tier 1,2024-03-13,Premium,Inactive,2024-06-13,VIP
UIDJS95ef0e6f969,25-34,Tier 2,2024-01-25,Free,Inactive,Inactive,None
UIDJS95f0f08c736,45+,Tier 1,2024-06-12,Premium,Inactive,Inactive,None
UIDJS95f139fd39d,25-34,Tier 1,2024-06-15,VIP,Inactive,2024-07-15,Premium
UIDJS95f1839ae11,18-24,Tier 1,2024-11-17,Premium,Inactive,Inactive,None
UIDJS95f1ae1ce14,35-44,Tier 1,2024-08-13,Premium,Inactive,Inactive,None
UIDJS95f4f2760c1,45+,Tier 1,2024-06-30,Premium,2024-10-03,Inactive,None
UIDJS95f51363c72,35-44,Tier 3,2024-06-26,Free,Inactive,Inactive,None
UIDJS95f51502fee,35-44,Tier 3,2024-07-15,Free,2024-09-03,Inactive,None
UIDJS95fa0c14ed1,25-34,Tier 2,2024-06-08,VIP,Inactive,Inactive,None
UIDJS95fa534ee41,25-34,Tier 1,2024-03-06,VIP,Inactive,2024-05-06,Premium
UIDJS95fae4c040b,45+,Tier 2,2024-02-11,Free,Inactive,Inactive,None
UIDJS95fb6139030,25-34,Tier 1,2024-06-18,VIP,Inactive,Inactive,None
UIDJS95fbc09dcc9,18-24,Tier 1,2024-05-03,VIP,Inactive,Inactive,None
UIDJS95fc62c1b1f,18-24,Tier 1,2024-06-21,VIP,2024-07-23,Inactive,None
UIDJS95fd6dd860f,35-44,Tier 1,2024-07-02,Premium,Inactive,Inactive,None
UIDJS95fe290e96e,25-34,Tier 1,2024-05-13,VIP,Inactive,Inactive,None
UIDJS95ff7a36a9c,18-24,Tier 3,2024-06-26,VIP,Inactive,Inactive,None
UIDJS96009efd127,45+,Tier 1,2024-02-23,Premium,Inactive,Inactive,None
UIDJS96011684302,25-34,Tier 2,2024-06-18,Premium,Inactive,Inactive,None
UIDJS960195f11c8,25-34,Tier 2,2024-08-12,VIP,Inactive,Inactive,None
UIDJS9605cd44c0a,25-34,Tier 2,2024-07-16,Free,Inactive,Inactive,None
UIDJS9605eaef359,25-34,Tier 1,2024-10-05,VIP,Inactive,Inactive,None
UIDJS9606411994c,25-34,Tier 1,2024-09-03,Premium,2024-11-21,Inactive,None
UIDJS96071a75425,18-24,Tier 3,2024-08-28,Free,Inactive,Inactive,None
UIDJS9607eb2fa7b,25-34,Tier 2,2024-03-23,Free,Inactive,Inactive,None
UIDJS960af14349e,25-34,Tier 2,2024-09-17,VIP,Inactive,Inactive,None
UIDJS960ca0abc8e,45+,Tier 1,2024-02-13,Free,2024-07-04,Inactive,None
UIDJS960e27714fb,25-34,Tier 3,2024-03-20,Free,Inactive,Inactive,None
UIDJS9612592b81f,25-34,Tier 3,2024-04-27,Free,Inactive,Inactive,None
UIDJS96126bb182b,35-44,Tier 1,2024-08-15,VIP,Inactive,Inactive,None
UIDJS96144f260bc,35-44,Tier 1,2024-07-09,Premium,Inactive,Inactive,None
UIDJS961a9c17e88,35-44,Tier 2,2024-02-08,Free,Inactive,Inactive,None
UIDJS961c397bfab,18-24,Tier 2,2024-08-10,VIP,Inactive,Inactive,None
UIDJS961d489008f,18-24,Tier 3,2024-09-09,Free,Inactive,Inactive,None
UIDJS961f688394e,18-24,Tier 1,2024-01-24,Premium,Inactive,Inactive,None
UIDJS962441bba52,25-34,Tier 2,2024-06-15,Free,Inactive,Inactive,None
UIDJS9626a28facb,35-44,Tier 1,2024-07-11,Free,2024-10-20,Inactive,None
UIDJS9626e7d006c,25-34,Tier 1,2024-03-25,Premium,2024-06-26,Inactive,None
UIDJS96294e70185,25-34,Tier 3,2024-02-01,Free,2024-11-03,Inactive,None
UIDJS962a0277324,25-34,Tier 1,2024-04-03,Premium,Inactive,Inactive,None
UIDJS962a0744d80,25-34,Tier 1,2024-08-03,VIP,Inactive,Inactive,None
UIDJS962ce0bb3fd,25-34,Tier 2,2024-05-27,Free,Inactive,Inactive,None
UIDJS962eea92b94,35-44,Tier 3,2024-04-22,Free,Inactive,Inactive,None
UIDJS962fa9a6b8a,25-34,Tier 1,2024-09-17,Premium,Inactive,Inactive,None
UIDJS9633d68a7fe,25-34,Tier 1,2024-08-27,VIP,Inactive,Inactive,None
UIDJS9633f3edf9a,25-34,Tier 2,2024-07-19,VIP,Inactive,Inactive,None
UIDJS963428762a4,45+,Tier 3,2024-07-08,Free,Inactive,Inactive,None
UIDJS9638390fe3f,45+,Tier 2,2024-06-10,VIP,Inactive,2024-08-10,Premium
UIDJS96385cf11f8,35-44,Tier 1,2024-04-28,Premium,Inactive,Inactive,None
UIDJS9639344b930,25-34,Tier 2,2024-04-05,VIP,Inactive,2024-06-05,Free
UIDJS963952d5053,18-24,Tier 3,2024-11-03,Premium,Inactive,Inactive,None
UIDJS963c8b512ca,35-44,Tier 2,2024-10-26,VIP,Inactive,Inactive,None
UIDJS963c9f24a9f,45+,Tier 1,2024-02-15,VIP,Inactive,2024-03-15,Premium
UIDJS963eec94049,25-34,Tier 2,2024-09-02,VIP,Inactive,Inactive,None
UIDJS9641da978eb,25-34,Tier 1,2024-09-27,Free,Inactive,Inactive,None
UIDJS9643c2dcec0,25-34,Tier 1,2024-06-17,Free,Inactive,Inactive,None
UIDJS964467837d8,25-34,Tier 1,2024-02-29,VIP,Inactive,Inactive,None
UIDJS9646e60bb06,25-34,Tier 1,2024-09-16,Premium,Inactive,Inactive,None
UIDJS9647104be22,25-34,Tier 2,2024-03-01,VIP,Inactive,Inactive,None
UIDJS9647accc3e8,25-34,Tier 2,2024-03-30,Free,Inactive,Inactive,None
UIDJS964a1b7130b,25-34,Tier 1,2024-01-20,VIP,Inactive,2024-08-20,Premium
UIDJS964dbc4c667,35-44,Tier 2,2024-05-22,VIP,Inactive,Inactive,None
UIDJS964e43b5c6a,25-34,Tier 1,2024-06-03,Free,Inactive,Inactive,None
UIDJS96518e80520,25-34,Tier 1,2024-05-12,Premium,Inactive,Inactive,None
UIDJS9651f270e0d,35-44,Tier 1,2024-10-19,Premium,Inactive,Inactive,None
UIDJS965270dc1b4,25-34,Tier 1,2024-10-13,VIP,Inactive,Inactive,None
UIDJS965762070df,25-34,Tier 1,2024-02-13,Free,Inactive,2024-04-13,VIP
UIDJS9657ba599c3,25-34,Tier 1,2024-04-29,VIP,Inactive,Inactive,None
UIDJS9659a7cb8f4,25-34,Tier 3,2024-09-14,VIP,Inactive,Inactive,None
UIDJS965cffb564c,18-24,Tier 1,2024-02-16,VIP,Inactive,2024-08-16,Free
UIDJS965f62199c9,25-34,Tier 1,2024-01-04,VIP,Inactive,Inactive,None
UIDJS96613fa03da,25-34,Tier 2,2024-03-14,Premium,Inactive,Inactive,None
UIDJS966152524dc,35-44,Tier 2,2024-10-15,VIP,Inactive,Inactive,None
UIDJS9661671db35,25-34,Tier 1,2024-11-07,VIP,Inactive,Inactive,None
UIDJS96616e36b22,35-44,Tier 1,2024-06-03,VIP,Inactive,2024-08-03,Premium
UIDJS9663d9866fa,25-34,Tier 3,2024-02-01,Free,Inactive,Inactive,None
UIDJS96657b1511b,25-34,Tier 1,2024-04-01,Free,2024-07-28,Inactive,None
UIDJS9666f085d82,25-34,Tier 2,2024-01-23,VIP,Inactive,Inactive,None
UIDJS9666f57b076,25-34,Tier 1,2024-11-22,Premium,Inactive,Inactive,None
UIDJS966745c59ef,25-34,Tier 3,2024-04-15,Free,Inactive,2024-12-15,VIP
UIDJS966808d2bbe,25-34,Tier 3,2024-07-13,Free,Inactive,Inactive,None
UIDJS966ab0cf876,45+,Tier 2,2024-06-17,Free,Inactive,Inactive,None
UIDJS966b2caafe2,25-34,Tier 1,2024-07-22,Premium,Inactive,Inactive,None
UIDJS966b7948656,35-44,Tier 1,2024-11-27,VIP,Inactive,Inactive,None
UIDJS966b8cc5a65,35-44,Tier 1,2024-11-28,VIP,Inactive,Inactive,None
UIDJS966dc767c14,45+,Tier 1,2024-10-30,Premium,Inactive,Inactive,None
UIDJS966e098ee66,18-24,Tier 2,2024-08-10,Premium,Inactive,2024-12-10,Free
UIDJS966f038ad5b,45+,Tier 2,2024-06-21,VIP,2024-08-21,Inactive,None
UIDJS9672ed1220e,35-44,Tier 3,2024-01-23,Free,Inactive,Inactive,None
UIDJS96735aac04b,25-34,Tier 1,2024-07-30,VIP,Inactive,Inactive,None
UIDJS96771e5fa72,25-34,Tier 1,2024-02-05,Premium,Inactive,Inactive,None
UIDJS96775325aef,25-34,Tier 1,2024-04-19,Premium,Inactive,Inactive,None
UIDJS967888fb089,25-34,Tier 3,2024-08-04,VIP,Inactive,Inactive,None
UIDJS9678f3077da,18-24,Tier 1,2024-10-17,VIP,2024-11-13,Inactive,None
UIDJS967b6f29ecd,35-44,Tier 1,2024-03-12,VIP,Inactive,2024-11-12,Free
UIDJS967e183d3e4,35-44,Tier 3,2024-06-01,VIP,Inactive,Inactive,None
UIDJS967e7e9fc06,25-34,Tier 2,2024-08-03,Premium,Inactive,Inactive,None
UIDJS967f81798cc,25-34,Tier 1,2024-04-23,Free,Inactive,Inactive,None
UIDJS9682ed2292f,25-34,Tier 1,2024-04-17,Free,Inactive,Inactive,None
UIDJS96861a27e34,35-44,Tier 3,2024-09-14,Free,2024-10-21,Inactive,None
UIDJS96880afb5d6,35-44,Tier 1,2024-04-16,Free,2024-09-19,Inactive,None
UIDJS968a595191f,25-34,Tier 1,2024-07-20,VIP,Inactive,Inactive,None
UIDJS968b2e78a06,25-34,Tier 1,2024-03-05,VIP,Inactive,2024-12-05,Free
UIDJS968b2f75e6e,25-34,Tier 1,2024-09-12,VIP,Inactive,Inactive,None
UIDJS968c9b4f142,25-34,Tier 1,2024-02-29,VIP,Inactive,Inactive,None
UIDJS96922b4b1cd,25-34,Tier 3,2024-08-10,VIP,2024-09-19,Inactive,None
UIDJS9695b241dae,25-34,Tier 2,2024-10-08,VIP,Inactive,Inactive,None
UIDJS9697e7b5c42,25-34,Tier 3,2024-09-14,VIP,2024-11-27,Inactive,None
UIDJS969869879fc,18-24,Tier 2,2024-02-27,Free,Inactive,Inactive,None
UIDJS9699db4a17a,25-34,Tier 1,2024-01-02,VIP,Inactive,2024-05-02,Premium
UIDJS969b3e5a2cf,25-34,Tier 1,2024-04-08,Premium,Inactive,Inactive,None
UIDJS969c602902b,25-34,Tier 1,2024-10-30,Premium,Inactive,Inactive,None
UIDJS969d2720ea5,45+,Tier 2,2024-07-10,VIP,Inactive,2024-08-10,Premium
UIDJS969f83ac6e3,25-34,Tier 1,2024-03-19,VIP,Inactive,Inactive,None
UIDJS969ff15f4bc,35-44,Tier 2,2024-09-27,VIP,Inactive,Inactive,None
UIDJS96a37181d60,35-44,Tier 2,2024-09-14,VIP,Inactive,Inactive,None
UIDJS96a435c17c9,25-34,Tier 1,2024-11-12,Premium,Inactive,Inactive,None
UIDJS96a47904d77,25-34,Tier 1,2024-08-24,Premium,Inactive,Inactive,None
UIDJS96a4b39554a,25-34,Tier 2,2024-08-06,VIP,Inactive,Inactive,None
